name,state,FDR,A1,A2,A3,B1,B2,B3
GENE-3724,NO,1,0,0,0,0,0,0
GENE-3725,NO,1,0,0,1,0,0,0
GENE-3726,YES,1,0,0,0,0,0,0
GENE-3727,NO,1,1200,1110,765,774,947,897
GENE-3728,NO,1,0,0,0,0,0,0
GENE-3729,NO,1,0,2,2,2,0,2
GENE-3730,NO,1,0,0,0,0,0,0
GENE-3731,NO,1,1,2,0,2,0,4
GENE-3732,NO,1,0,0,0,0,0,0
GENE-3733,NO,1,0,0,0,0,0,0
GENE-3734,NO,1,122,103,72,123,97,78
GENE-3735,NO,1,0,0,0,0,0,0
GENE-3736,NO,1,0,0,0,0,0,0
GENE-3737,NO,1,0,0,0,0,0,0
GENE-3738,NO,1,0,0,0,0,0,0
GENE-3739,NO,1,0,0,0,0,0,0
GENE-3740,NO,1,0,0,0,0,0,0
GENE-3741,NO,1,0,0,0,0,0,0
GENE-3742,NO,1,0,0,0,0,0,0
GENE-3743,NO,1,4,2,7,16,6,9
GENE-3744,NO,1,0,0,0,0,0,0
GENE-3745,NO,1,166,193,149,164,189,167
GENE-3746,NO,1,0,0,0,0,0,0
GENE-3747,NO,1,0,0,0,0,0,0
GENE-3748,NO,1,566,606,499,486,435,546
GENE-3749,NO,1,61,101,105,78,80,87
GENE-3750,NO,1,372,495,455,412,614,505
GENE-3751,NO,1,0,0,0,0,0,0
GENE-3752,NO,1,0,0,0,0,0,0
GENE-3753,NO,1,0,0,0,0,0,0
GENE-3754,NO,1,95,79,68,61,88,82
GENE-3755,NO,1,2302,2975,3426,1999,2767,2281
GENE-3756,NO,1,0,0,0,0,0,0
GENE-3757,NO,1,1,0,1,1,2,1
GENE-3758,NO,1,0,0,0,0,0,0
GENE-3759,NO,1,0,0,0,0,0,0
GENE-3760,NO,1,0,1,0,0,0,0
GENE-3761,NO,1,0,0,0,0,0,0
GENE-3762,NO,1,0,0,0,0,0,0
GENE-3763,NO,1,0,0,0,0,0,0
GENE-3764,NO,1,0,0,0,0,0,0
GENE-3765,NO,1,0,0,0,0,0,0
GENE-3766,NO,1,0,0,0,0,0,0
GENE-3767,NO,1,0,0,0,0,0,0
GENE-3768,NO,1,0,0,0,0,0,0
GENE-3769,NO,1,12,14,9,14,8,17
GENE-3770,NO,1,0,0,0,0,0,1
GENE-3771,NO,1,0,0,0,0,0,0
GENE-3772,NO,1,0,0,0,0,0,0
GENE-3773,NO,1,0,0,0,0,0,0
GENE-3774,NO,1,532,313,212,150,176,315
GENE-3775,NO,1,0,0,0,0,0,0
GENE-3776,YES,1,0,0,0,0,0,0
GENE-3777,NO,1,0,0,0,0,0,0
GENE-3778,NO,1,0,0,0,0,0,0
GENE-3779,NO,1,1,2,3,2,3,1
GENE-3780,NO,1,3,5,4,8,5,6
GENE-3781,NO,1,0,0,0,0,0,0
GENE-3782,NO,1,4,6,7,6,6,8
GENE-3783,NO,1,1,0,2,5,2,1
GENE-3784,NO,1,0,0,0,0,0,0
GENE-3785,NO,1,0,0,0,0,0,0
GENE-3786,NO,1,0,1,0,3,1,1
GENE-3787,NO,1,0,0,0,0,0,0
GENE-3788,NO,1,0,0,0,0,0,0
GENE-3789,NO,1,0,0,0,0,0,0
GENE-3791,NO,1,0,0,0,0,0,0
GENE-3792,NO,1,0,0,0,0,0,0
GENE-3793,NO,1,0,0,0,0,0,0
GENE-3794,NO,1,0,0,0,0,0,0
GENE-3795,NO,1,0,0,0,0,0,0
GENE-3796,NO,1,0,0,0,0,0,0
GENE-3797,NO,1,15,9,11,9,22,20
GENE-3798,NO,1,0,0,0,0,0,0
GENE-3799,NO,1,0,0,0,0,0,0
GENE-3800,NO,1,14,9,7,10,8,11
GENE-3801,NO,1,0,0,0,0,0,0
GENE-3802,NO,1,0,0,0,0,0,0
GENE-3803,NO,1,0,0,0,0,0,0
GENE-3804,NO,1,0,0,0,0,0,0
GENE-3805,NO,1,0,0,0,0,0,0
GENE-3806,YES,1,0,0,0,0,0,0
GENE-3807,NO,1,0,0,0,0,0,0
GENE-3808,NO,1,76,95,84,75,61,107
GENE-3809,NO,1,0,0,0,0,0,0
GENE-3810,NO,1,0,0,0,0,0,0
GENE-3811,NO,1,3,2,2,3,1,1
GENE-3812,NO,1,0,0,0,0,0,0
GENE-3813,NO,1,920,969,882,932,1193,906
GENE-3814,NO,1,1,0,1,4,0,3
GENE-3815,NO,1,0,0,0,0,0,0
GENE-3816,NO,1,0,0,0,0,0,0
GENE-3817,NO,1,0,1,0,4,2,2
GENE-3818,NO,1,0,0,0,0,0,0
GENE-3819,NO,1,0,0,0,0,0,0
GENE-3820,NO,1,0,0,0,0,0,0
GENE-3821,NO,1,0,0,0,0,0,0
GENE-3822,NO,1,0,0,0,0,0,0
GENE-3823,NO,1,0,0,0,0,0,0
GENE-3824,NO,1,163,188,107,148,192,188
GENE-3825,NO,1,0,0,0,0,0,0
GENE-3826,NO,1,0,0,0,0,0,0
GENE-3827,NO,1,0,0,0,0,0,0
GENE-3828,NO,1,0,0,0,0,0,0
GENE-3829,NO,1,0,0,0,0,0,0
GENE-3830,NO,1,0,0,0,0,0,0
GENE-3831,NO,1,0,0,0,0,0,0
GENE-3832,NO,1,0,0,0,0,0,0
GENE-3833,NO,1,0,0,0,0,0,0
GENE-3834,NO,1,22,34,18,21,18,19
GENE-3835,NO,1,0,0,0,0,0,0
GENE-3836,NO,1,0,0,0,0,0,0
GENE-3837,NO,1,0,0,0,0,0,0
GENE-3838,YES,1,0,0,0,0,0,0
GENE-3839,NO,1,1431,1531,1707,1579,1457,1600
GENE-3840,NO,1,0,0,0,0,0,0
GENE-3841,NO,1,0,0,0,0,0,0
GENE-3842,NO,1,3,9,23,13,4,11
GENE-3843,NO,1,0,0,0,0,0,0
GENE-3844,NO,1,0,0,0,0,0,0
GENE-3845,NO,1,18,17,21,37,24,26
GENE-3846,NO,1,19,50,25,24,44,17
GENE-3847,NO,1,1,3,3,3,0,0
GENE-3848,NO,1,0,0,0,0,0,0
GENE-3849,NO,1,142,93,178,182,139,117
GENE-3850,NO,1,19,16,15,26,21,29
GENE-3851,NO,1,0,0,0,0,0,0
GENE-3852,NO,1,0,0,0,0,0,0
GENE-3853,NO,1,32,34,41,39,33,40
GENE-3854,NO,1,0,0,0,0,0,0
GENE-3855,NO,1,0,0,0,0,0,0
GENE-3856,NO,1,0,0,0,0,0,0
GENE-3857,NO,1,0,0,0,0,0,0
GENE-3858,NO,1,0,0,0,0,0,0
GENE-3859,NO,1,0,0,0,0,0,0
GENE-3860,NO,1,0,0,0,0,0,0
GENE-3861,NO,1,0,0,0,0,0,0
GENE-3862,NO,1,42,35,49,39,39,48
GENE-3863,NO,1,0,0,0,0,0,0
GENE-3864,NO,1,0,0,0,0,0,0
GENE-3865,NO,1,0,0,0,0,0,0
GENE-3866,NO,1,0,0,0,0,0,0
GENE-3867,NO,1,0,0,0,0,0,0
GENE-3868,NO,1,0,0,0,0,0,0
GENE-3869,NO,1,0,1,0,0,0,0
GENE-3870,NO,1,0,0,0,0,0,0
GENE-3871,NO,1,0,0,0,0,0,0
GENE-3872,NO,1,20,14,14,20,13,8
GENE-3873,NO,1,0,0,0,0,0,0
GENE-3874,NO,1,12,17,16,5,8,10
GENE-3875,NO,1,0,0,0,0,0,0
GENE-3876,NO,1,8,3,10,8,4,11
GENE-3877,NO,1,0,0,0,0,0,0
GENE-3878,NO,1,0,0,0,0,0,0
GENE-3879,NO,1,0,0,0,0,0,0
GENE-3880,NO,1,0,0,0,0,0,0
GENE-3881,NO,1,804,811,668,297,763,1080
GENE-3883,NO,1,200,259,119,208,213,247
GENE-3884,NO,1,0,0,0,0,0,0
GENE-3885,NO,1,0,0,0,0,0,0
GENE-3886,NO,1,0,0,0,0,0,0
GENE-3887,NO,1,0,0,0,0,0,0
GENE-3888,NO,1,0,0,0,0,0,0
GENE-3889,NO,1,0,0,0,0,0,0
GENE-3890,NO,1,0,0,0,0,0,0
GENE-3891,NO,1,0,0,0,0,0,0
GENE-3892,NO,1,730,799,1539,772,924,352
GENE-3893,NO,1,10,2,7,7,10,6
GENE-3894,NO,1,0,0,0,0,0,0
GENE-3895,NO,1,0,0,0,0,0,0
GENE-3896,NO,1,0,0,0,0,0,0
GENE-3897,NO,1,253,200,348,163,151,274
GENE-3898,NO,1,368,349,369,367,383,344
GENE-3899,NO,1,0,0,0,0,0,0
GENE-3900,NO,1,0,0,0,0,0,0
GENE-3901,NO,1,55,56,61,68,34,56
GENE-3902,NO,1,25,32,35,36,81,20
GENE-3903,NO,1,9716,6472,7494,8236,7370,7080
GENE-3904,NO,1,0,0,0,0,0,0
GENE-3905,NO,1,0,0,0,0,0,0
GENE-3906,NO,1,0,0,0,0,0,0
GENE-3907,NO,1,0,0,0,0,0,0
GENE-3908,NO,1,1299,2801,926,1169,1075,1545
GENE-3909,NO,1,468,387,370,450,359,397
GENE-3910,NO,1,0,0,0,0,0,0
GENE-3911,NO,1,0,0,0,0,0,0
GENE-3912,NO,1,0,0,0,0,0,0
GENE-3913,YES,1,0,0,0,0,0,0
GENE-3914,NO,1,0,0,0,0,0,1
GENE-3915,NO,1,500,294,681,357,426,259
GENE-3916,NO,1,0,0,0,0,0,0
GENE-3917,NO,1,50,70,72,39,67,63
GENE-3918,NO,1,0,0,0,0,0,0
GENE-3919,NO,1,0,0,0,0,0,0
GENE-3920,NO,1,0,0,0,0,0,0
GENE-3921,NO,1,0,0,0,0,0,0
GENE-3922,NO,1,0,0,0,0,0,0
GENE-3923,NO,1,7,15,6,13,4,11
GENE-3924,NO,1,0,0,0,0,0,0
GENE-3925,NO,1,65,40,40,46,54,64
GENE-3926,NO,1,26,22,19,20,19,17
GENE-3927,NO,1,0,0,0,0,0,0
GENE-3928,NO,1,0,0,0,0,0,0
GENE-3929,NO,1,0,0,0,0,0,0
GENE-3930,NO,1,28,38,61,15,13,53
GENE-3931,NO,1,2,3,3,3,5,1
GENE-3932,NO,1,0,0,0,0,0,0
GENE-3933,NO,1,16,12,8,17,10,11
GENE-3934,NO,1,0,0,0,0,0,0
GENE-3935,NO,1,0,0,0,0,0,0
GENE-3936,NO,1,11,6,6,5,10,5
GENE-3937,NO,1,0,0,0,0,0,0
GENE-3938,NO,1,0,0,0,0,0,0
GENE-3939,NO,1,8,10,14,13,19,13
GENE-3940,NO,1,0,0,0,0,0,0
GENE-3941,NO,1,5,3,4,2,2,4
GENE-3942,NO,1,0,0,0,0,0,0
GENE-3943,NO,1,0,0,0,0,0,0
GENE-3944,NO,1,0,0,0,0,0,0
GENE-3945,NO,1,1742,1556,3269,1047,2310,2449
GENE-3946,NO,1,0,0,0,0,0,0
GENE-3947,NO,1,0,0,1,0,0,0
GENE-3948,NO,1,378,223,178,320,392,322
GENE-3949,NO,1,0,0,0,0,0,0
GENE-3950,NO,1,2,2,1,0,1,2
GENE-3952,NO,1,0,0,0,0,0,0
GENE-3953,NO,1,0,0,0,0,0,0
GENE-3954,NO,1,0,0,0,0,0,0
GENE-3955,NO,1,1018,937,755,706,878,992
GENE-3956,NO,1,0,0,0,0,0,0
GENE-3957,NO,1,505,749,570,903,674,685
GENE-3958,NO,1,751,704,617,775,659,691
GENE-3959,NO,1,0,0,0,0,0,0
GENE-3960,NO,1,0,0,0,0,0,0
GENE-3961,NO,1,147,96,170,158,162,132
GENE-3962,NO,1,4,5,6,4,3,9
GENE-3963,NO,1,0,0,0,0,0,0
GENE-3964,NO,1,0,0,0,0,0,0
GENE-3965,NO,1,0,0,0,0,0,0
GENE-3966,NO,1,2216,1976,2807,1973,2379,2062
GENE-3967,NO,1,0,0,0,0,0,0
GENE-3968,NO,1,0,0,0,0,0,0
GENE-3969,NO,1,0,0,0,0,0,0
GENE-3970,NO,1,34,57,63,72,49,43
GENE-3971,NO,1,1,0,1,0,0,0
GENE-3972,NO,1,1048,1206,849,669,858,827
GENE-3973,NO,1,0,0,0,0,0,0
GENE-3974,NO,1,0,0,0,0,0,0
GENE-3975,NO,1,55,43,49,60,72,93
GENE-3976,NO,1,0,0,0,0,0,0
GENE-3977,NO,1,0,0,0,0,0,0
GENE-3978,NO,1,0,0,0,0,0,0
GENE-3979,NO,1,0,0,0,0,0,0
GENE-3980,NO,1,374,649,457,627,852,616
GENE-3982,NO,1,0,0,0,0,0,0
GENE-3983,NO,1,96,152,106,102,110,111
GENE-3984,NO,1,0,0,0,0,0,0
GENE-3985,NO,1,48,44,44,46,44,57
GENE-3986,NO,1,410,422,532,371,456,458
GENE-3987,NO,1,0,0,0,0,0,0
GENE-3988,NO,1,0,0,0,0,0,0
GENE-3989,NO,1,137,237,165,259,235,149
GENE-3990,NO,1,451,407,531,454,474,509
GENE-3991,NO,1,0,0,0,0,0,0
GENE-3992,NO,1,0,0,0,0,0,0
GENE-3993,NO,1,31,45,39,32,34,36
GENE-3994,NO,1,1,1,1,2,0,1
GENE-3995,NO,1,515,556,515,625,555,582
GENE-3996,NO,1,0,0,0,0,0,0
GENE-3997,NO,1,0,0,0,0,0,0
GENE-3998,NO,1,0,0,0,0,0,0
GENE-3999,NO,1,8,6,15,15,7,9
GENE-4000,NO,1,362,405,244,261,359,308
GENE-4001,NO,1,3,3,3,4,5,7
GENE-4002,NO,1,65,51,91,69,12,45
GENE-4003,NO,1,1,0,2,0,0,3
GENE-4004,NO,1,0,0,0,0,0,0
GENE-4005,NO,1,0,0,0,0,0,0
GENE-4006,NO,1,0,0,0,0,0,0
GENE-4007,NO,1,64,92,87,77,91,82
GENE-4008,NO,1,0,0,0,0,0,0
GENE-4009,NO,1,69,53,64,58,89,57
GENE-4010,NO,1,0,0,0,0,0,0
GENE-4011,NO,1,0,0,0,0,0,0
GENE-4012,NO,1,0,0,0,0,0,0
GENE-4013,NO,1,17,28,26,39,26,28
GENE-4014,NO,1,0,0,0,0,0,0
GENE-4015,NO,1,0,0,0,0,0,0
GENE-4016,NO,1,0,0,0,0,0,0
GENE-4017,NO,1,884,1139,1159,976,1128,1172
GENE-4018,NO,1,3,1,4,2,2,1
GENE-4019,NO,1,0,0,0,0,0,0
GENE-4020,NO,1,822,880,939,854,1336,739
GENE-4021,NO,1,0,0,0,0,0,0
GENE-4022,NO,1,0,0,0,0,0,0
GENE-4023,NO,1,0,0,0,0,0,0
GENE-4024,YES,1,0,0,0,0,0,0
GENE-4025,NO,1,0,0,0,0,0,0
GENE-4026,NO,1,0,0,0,0,0,0
GENE-4027,NO,1,0,0,0,0,0,0
GENE-4028,NO,1,15,14,23,19,22,18
GENE-4029,NO,1,0,0,0,0,0,0
GENE-4030,NO,1,0,0,0,0,0,0
GENE-4031,NO,1,0,0,0,0,0,0
GENE-4032,NO,1,331,266,321,311,291,347
GENE-4033,NO,1,0,0,0,0,0,0
GENE-4034,NO,1,0,0,0,0,0,0
GENE-4035,NO,1,0,0,0,0,0,0
GENE-4036,NO,1,0,0,0,0,0,0
GENE-4037,NO,1,0,0,0,0,0,0
GENE-4038,NO,1,0,0,0,0,0,0
GENE-4039,NO,1,0,0,0,0,0,0
GENE-4040,NO,1,0,0,0,0,0,0
GENE-4041,NO,1,0,0,0,0,0,0
GENE-4042,NO,1,0,0,0,0,0,0
GENE-4043,NO,1,0,0,0,0,0,0
GENE-4044,NO,1,1,0,0,0,0,0
GENE-4045,NO,1,0,0,0,0,0,0
GENE-4046,NO,1,0,0,0,0,0,0
GENE-4047,NO,1,36,32,20,25,19,24
GENE-4048,NO,1,0,0,0,0,0,0
GENE-4049,NO,1,0,0,0,0,1,0
GENE-4050,NO,1,0,0,0,0,0,0
GENE-4051,NO,1,0,0,0,0,0,0
GENE-4052,NO,1,0,0,0,0,0,0
GENE-4053,YES,1,5,6,3,2,6,6
GENE-4054,NO,1,0,0,0,0,0,0
GENE-4055,NO,1,0,0,0,0,0,0
GENE-4056,NO,1,0,0,0,0,0,0
GENE-4057,NO,1,0,0,0,0,0,0
GENE-4058,NO,1,130,127,139,126,122,144
GENE-4059,NO,1,0,0,0,0,0,0
GENE-4060,NO,1,19,12,38,24,164,26
GENE-4061,NO,1,0,0,0,0,0,0
GENE-4062,NO,1,0,0,0,0,0,0
GENE-4063,NO,1,0,0,0,0,0,0
GENE-4064,NO,1,237,273,231,284,269,328
GENE-4065,NO,1,0,9,27,10,19,18
GENE-4066,NO,1,0,0,0,0,0,0
GENE-4067,NO,1,2,3,9,10,8,5
GENE-4068,NO,1,0,0,0,0,0,0
GENE-4069,NO,1,49,42,40,52,39,43
GENE-4070,NO,1,0,1,2,0,1,0
GENE-4071,NO,1,0,0,0,0,0,0
GENE-4072,NO,1,0,0,0,0,0,0
GENE-4073,NO,1,0,0,0,0,0,0
GENE-4074,NO,1,0,0,0,0,1,0
GENE-4075,NO,1,0,0,0,0,0,0
GENE-4076,NO,1,0,0,0,0,0,0
GENE-4077,NO,1,0,0,0,0,0,0
GENE-4078,NO,1,427,481,395,505,452,502
GENE-4079,NO,1,0,0,0,0,0,0
GENE-4080,NO,1,173,130,185,161,131,185
GENE-4081,NO,1,34,61,32,34,27,64
GENE-4083,NO,1,980,854,1412,1162,1144,941
GENE-4084,NO,1,0,0,0,0,0,0
GENE-4085,NO,1,0,0,0,0,0,0
GENE-4086,NO,1,2791,2380,2657,2408,2111,2100
GENE-4087,NO,1,1,0,0,0,1,0
GENE-4088,NO,1,197,294,416,185,291,250
GENE-4089,NO,1,0,0,0,0,0,0
GENE-4090,NO,1,1,1,0,0,0,1
GENE-4091,NO,1,0,0,0,0,0,0
GENE-4092,NO,1,4,5,1,3,3,1
GENE-4093,NO,1,0,0,1,1,1,0
GENE-4094,NO,1,0,0,0,0,0,0
GENE-4095,NO,1,0,0,0,0,0,0
GENE-4096,NO,1,0,0,0,0,0,0
GENE-4097,NO,1,0,0,0,0,0,0
GENE-4098,NO,1,907,771,900,811,852,820
GENE-4099,NO,1,0,0,0,2,0,0
GENE-4100,NO,1,0,0,0,0,0,0
GENE-4101,NO,1,0,0,0,0,0,0
GENE-4102,NO,1,2,5,1,4,1,2
GENE-4103,NO,1,52,47,54,53,51,56
GENE-4104,NO,1,0,0,0,0,0,0
GENE-4105,NO,1,1,2,1,0,0,0
GENE-4106,NO,1,0,0,0,0,0,0
GENE-4107,NO,1,0,0,0,0,0,0
GENE-4108,NO,1,0,0,0,0,0,0
GENE-4109,NO,1,0,0,0,0,0,0
GENE-4110,NO,1,34,37,36,30,43,27
GENE-4111,NO,1,0,0,0,0,0,0
GENE-4112,NO,1,912,919,764,1003,953,816
GENE-4113,NO,1,0,0,0,0,0,0
GENE-4114,NO,1,3,4,10,5,4,5
GENE-4115,NO,1,5942,6824,6296,7317,6328,6093
GENE-4116,YES,1,0,0,0,0,0,0
GENE-4117,NO,1,49,49,67,60,45,64
GENE-4118,NO,1,0,0,0,0,0,0
GENE-4119,NO,1,360,279,375,258,336,243
GENE-4120,NO,1,0,0,0,0,0,0
GENE-4121,NO,1,0,0,0,0,0,0
GENE-4122,NO,1,0,0,0,0,0,0
GENE-4123,NO,1,0,0,0,0,0,0
GENE-4124,NO,1,0,0,0,0,0,0
GENE-4125,NO,1,0,0,0,0,0,0
GENE-4126,NO,1,0,0,0,0,0,0
GENE-4127,NO,1,293,213,223,280,261,260
GENE-4128,NO,1,42,48,58,42,62,85
GENE-4129,NO,1,0,0,0,0,0,0
GENE-4130,NO,1,74,71,101,89,69,61
GENE-4131,NO,1,0,0,0,0,0,0
GENE-4132,NO,1,0,0,0,0,0,0
GENE-4133,NO,1,0,0,0,0,1,0
GENE-4134,NO,1,0,0,0,0,0,0
GENE-4135,NO,1,0,0,0,0,0,0
GENE-4136,NO,1,0,0,0,0,0,1
GENE-4137,NO,1,83,404,9,41,676,473
GENE-4138,NO,1,0,0,0,0,0,0
GENE-4139,NO,1,17,11,12,8,18,10
GENE-4140,NO,1,50,51,56,41,30,50
GENE-4141,NO,1,0,0,0,0,0,0
GENE-4142,NO,1,0,0,0,0,0,0
GENE-4143,NO,1,548,388,520,601,399,328
GENE-4144,NO,1,0,0,0,0,0,0
GENE-4145,NO,1,0,0,0,0,0,0
GENE-4146,NO,1,0,0,0,0,0,0
GENE-4147,NO,1,0,0,0,0,0,0
GENE-4148,NO,1,0,0,0,0,0,0
GENE-4149,NO,1,0,1,3,0,0,0
GENE-4150,NO,1,0,0,0,0,0,0
GENE-4151,NO,1,0,0,0,0,0,0
GENE-4152,NO,1,0,0,0,0,0,0
GENE-4153,NO,1,0,0,0,0,0,0
GENE-4154,YES,1,0,0,0,0,0,0
GENE-4155,NO,1,0,0,0,0,0,0
GENE-4156,NO,1,0,0,0,0,0,0
GENE-4157,NO,1,0,0,0,0,0,0
GENE-4158,NO,1,543,522,548,464,473,608
GENE-4159,NO,1,0,0,0,0,0,0
GENE-4160,NO,1,0,0,0,0,0,0
GENE-4161,NO,1,0,0,0,0,0,0
GENE-4162,NO,1,0,0,0,0,0,0
GENE-4163,NO,1,0,0,0,0,0,0
GENE-4164,NO,1,0,0,0,0,0,0
GENE-4165,NO,1,7,15,16,8,7,5
GENE-4166,NO,1,0,0,0,0,0,0
GENE-4167,NO,1,0,0,0,0,0,0
GENE-4168,NO,1,0,0,0,0,0,0
GENE-4169,NO,1,18,23,13,13,10,10
GENE-4170,NO,1,15,18,16,8,24,12
GENE-4171,NO,1,0,0,0,0,0,0
GENE-4172,NO,1,0,0,0,0,0,0
GENE-4173,NO,1,43,41,33,31,36,26
GENE-4174,NO,1,246,232,308,241,223,265
GENE-4175,NO,1,39,46,28,27,33,38
GENE-4176,NO,1,0,0,0,0,0,0
GENE-4177,NO,1,0,0,0,0,0,0
GENE-4178,NO,1,189,190,136,226,198,233
GENE-4179,NO,1,0,0,0,0,0,0
GENE-4180,NO,1,0,0,0,0,0,0
GENE-4181,NO,1,0,0,1,1,1,1
GENE-4182,NO,1,0,0,0,0,0,0
GENE-4183,NO,1,0,0,0,0,0,0
GENE-4184,NO,1,0,0,0,0,0,0
GENE-4185,NO,1,88,83,81,121,79,123
GENE-4186,NO,1,0,0,0,0,0,0
GENE-4187,NO,1,0,0,0,0,0,0
GENE-4188,NO,1,0,0,0,1,0,0
GENE-4189,NO,1,0,0,0,0,0,0
GENE-4190,NO,1,0,0,0,0,0,0
GENE-4191,NO,1,0,0,0,0,0,0
GENE-4192,NO,1,0,0,0,0,0,0
GENE-4193,NO,1,2,0,0,0,0,0
GENE-4194,NO,1,0,0,0,0,0,0
GENE-4195,NO,1,375,329,465,220,201,312
GENE-4196,NO,1,0,0,0,0,0,0
GENE-4197,NO,1,1,1,0,0,1,1
GENE-4198,NO,1,100,92,69,81,93,110
GENE-4199,NO,1,0,0,0,0,0,0
GENE-4200,NO,1,0,0,0,0,0,0
GENE-4201,NO,1,572,565,638,460,507,621
GENE-4202,NO,1,322,373,297,482,344,326
GENE-4203,NO,1,0,0,0,0,0,0
GENE-4204,NO,1,26,14,31,26,28,21
GENE-4205,NO,1,0,0,0,0,0,0
GENE-4206,YES,1,0,0,0,0,0,0
GENE-4207,NO,1,0,1,0,0,0,0
GENE-4208,NO,1,0,0,0,0,0,0
GENE-4209,NO,1,0,0,0,0,0,0
GENE-4210,NO,1,1230,1092,1174,1108,1198,1115
GENE-4211,NO,1,0,0,0,0,0,0
GENE-4212,NO,1,0,0,0,0,0,0
GENE-4213,NO,1,0,0,0,0,0,0
GENE-4214,NO,1,0,0,1,0,0,0
GENE-4215,NO,1,0,0,0,0,0,0
GENE-4216,NO,1,0,0,0,0,0,0
GENE-4217,NO,1,0,0,0,0,0,0
GENE-4218,YES,1,0,0,0,0,0,0
GENE-4219,NO,1,0,0,0,0,0,0
GENE-4220,NO,1,0,0,0,0,0,0
GENE-4221,NO,1,4,2,3,0,1,3
GENE-4222,NO,1,0,0,0,0,0,0
GENE-4223,NO,1,26,34,26,36,30,23
GENE-4224,NO,1,0,0,0,0,0,0
GENE-4225,NO,1,0,0,0,0,0,0
GENE-4226,NO,1,945,799,789,788,665,742
GENE-4227,NO,1,84,137,96,112,101,119
GENE-4228,NO,1,28,22,21,15,24,28
GENE-4229,NO,1,0,0,0,0,0,0
GENE-4230,NO,1,0,0,0,0,0,0
GENE-4231,NO,1,0,0,0,0,0,0
GENE-4232,NO,1,6,8,7,2,6,5
GENE-4233,NO,1,0,0,0,0,0,0
GENE-4234,NO,1,0,0,0,0,0,0
GENE-4235,NO,1,0,0,0,0,0,0
GENE-4236,NO,1,0,0,0,0,0,0
GENE-4237,NO,1,1188,899,925,1025,1237,901
GENE-4238,NO,1,0,0,0,0,0,0
GENE-4239,NO,1,0,0,1,2,0,0
GENE-4240,NO,1,0,0,0,0,0,0
GENE-4241,NO,1,0,0,0,0,0,0
GENE-4242,NO,1,381,509,153,461,421,469
GENE-4243,NO,1,0,0,0,0,0,0
GENE-4244,NO,1,74,98,66,104,52,83
GENE-4245,NO,1,2,0,0,1,0,3
GENE-4246,NO,1,13,12,20,12,8,11
GENE-4247,NO,1,19,16,26,21,43,17
GENE-4248,NO,1,0,0,0,0,0,0
GENE-4249,NO,1,0,0,0,0,0,0
GENE-4250,NO,1,0,0,0,0,0,0
GENE-4251,NO,1,0,0,0,0,0,0
GENE-4252,NO,1,1465,1920,1618,1351,1168,1866
GENE-4253,NO,1,0,0,0,0,0,0
GENE-4254,NO,1,0,0,0,0,0,0
GENE-4255,NO,1,2,0,1,1,0,1
GENE-4256,NO,1,513,505,546,509,501,546
GENE-4257,YES,1,0,0,0,0,0,2
GENE-4258,YES,1,0,0,0,0,0,0
GENE-4259,NO,1,0,0,0,0,0,0
GENE-4260,NO,1,4,3,4,2,4,4
GENE-4261,NO,1,0,0,0,0,0,0
GENE-4262,NO,1,14721,15185,16197,17408,17989,17386
GENE-4263,NO,1,1934,1891,1976,1881,1644,1730
GENE-4264,NO,1,129,119,103,65,94,41
GENE-4265,NO,1,35,32,24,38,23,40
GENE-4266,NO,1,0,0,0,0,0,0
GENE-4267,NO,1,264,289,188,187,291,343
GENE-4268,YES,1,0,0,0,0,0,0
GENE-4269,NO,1,0,0,0,0,0,0
GENE-4270,YES,1,0,0,0,0,0,0
GENE-4271,NO,1,0,0,0,0,0,0
GENE-4272,NO,1,0,0,0,0,0,0
GENE-4273,NO,1,5,20,7,14,12,6
GENE-4274,NO,1,0,0,0,0,0,0
GENE-4275,NO,1,0,0,0,0,0,0
GENE-4276,NO,1,0,0,0,0,0,0
GENE-4277,NO,1,3107,3694,2823,3204,3407,3680
GENE-4278,NO,1,0,0,0,0,0,0
GENE-4279,NO,1,0,0,0,0,0,0
GENE-4280,NO,1,0,0,0,0,0,0
GENE-4281,NO,1,0,0,0,0,0,0
GENE-4282,NO,1,56,143,125,129,157,208
GENE-4283,NO,1,0,0,0,0,0,0
GENE-4285,NO,1,0,0,0,0,0,0
GENE-4286,NO,1,0,0,0,0,0,0
GENE-4287,NO,1,0,0,0,0,0,0
GENE-4288,NO,1,0,0,0,0,0,0
GENE-4289,NO,1,0,0,0,0,0,0
GENE-4290,NO,1,0,0,0,0,0,0
GENE-4291,NO,1,3,1,0,1,1,0
GENE-4292,NO,1,0,0,0,0,0,0
GENE-4293,YES,1,0,0,0,0,0,0
GENE-4294,NO,1,0,0,0,0,0,0
GENE-4295,NO,1,0,0,0,0,0,0
GENE-4296,NO,1,0,0,0,0,0,0
GENE-4297,NO,1,0,0,0,0,0,0
GENE-4298,NO,1,0,0,0,0,0,0
GENE-4299,NO,1,0,0,0,0,0,0
GENE-4300,NO,1,49,36,35,43,32,44
GENE-4301,YES,1,0,0,0,0,0,0
GENE-4302,NO,1,0,0,0,0,0,0
GENE-4303,NO,1,0,0,0,0,0,0
GENE-4304,NO,1,1,0,0,2,1,1
GENE-4305,NO,1,0,0,0,0,0,0
GENE-4306,NO,1,17,6,8,5,12,10
GENE-4307,NO,1,2,8,7,11,11,14
